id,iso,country,country_wide,adm1,adm1_eng_name,months,event,event_type,label,comment,source,source_date,source_link
2001,['TUR'],['Turkey'],True,"TUR.1_1, TUR.2_1, TUR.3_1, TUR.4_1, TUR.5_1, TUR.6_1, TUR.7_1, TUR.8_1, TUR.9_1, TUR.10_1, TUR.11_1, TUR.12_1, TUR.13_1, TUR.14_1, TUR.15_1, TUR.16_1, TUR.17_1, TUR.18_1, TUR.19_1, TUR.20_1, TUR.21_1, TUR.22_1, TUR.23_1, TUR.24_1, TUR.25_1, TUR.26_1, TUR.27_1, TUR.28_1, TUR.29_1, TUR.30_1, TUR.31_1, TUR.32_1, TUR.33_1, TUR.34_1, TUR.35_1, TUR.36_1, TUR.37_1, TUR.38_1, TUR.39_1, TUR.40_1, TUR.41_1, TUR.42_1, TUR.43_1, TUR.44_1, TUR.45_1, TUR.46_1, TUR.47_1, TUR.48_1, TUR.49_1, TUR.50_1, TUR.51_1, TUR.52_1, TUR.53_1, TUR.54_1, TUR.55_1, TUR.56_1, TUR.57_1, TUR.58_1, TUR.59_1, TUR.60_1, TUR.61_1, TUR.62_1, TUR.63_1, TUR.64_1, TUR.65_1, TUR.66_1, TUR.67_1, TUR.68_1, TUR.69_1, TUR.70_1, TUR.71_1, TUR.72_1, TUR.73_1, TUR.74_1, TUR.75_1, TUR.76_1, TUR.77_1, TUR.78_1, TUR.79_1, TUR.80_1, TUR.81_1",,"['July', 'August']",['1st/main harvest'],['Harvest'],['Oats'],Oats harvest,USDA,2022-07-20,https://ipad.fas.usda.gov/rssiws/al/crop_calendar/metu.aspx
2002,['TUR'],['Turkey'],True,"TUR.1_1, TUR.2_1, TUR.3_1, TUR.4_1, TUR.5_1, TUR.6_1, TUR.7_1, TUR.8_1, TUR.9_1, TUR.10_1, TUR.11_1, TUR.12_1, TUR.13_1, TUR.14_1, TUR.15_1, TUR.16_1, TUR.17_1, TUR.18_1, TUR.19_1, TUR.20_1, TUR.21_1, TUR.22_1, TUR.23_1, TUR.24_1, TUR.25_1, TUR.26_1, TUR.27_1, TUR.28_1, TUR.29_1, TUR.30_1, TUR.31_1, TUR.32_1, TUR.33_1, TUR.34_1, TUR.35_1, TUR.36_1, TUR.37_1, TUR.38_1, TUR.39_1, TUR.40_1, TUR.41_1, TUR.42_1, TUR.43_1, TUR.44_1, TUR.45_1, TUR.46_1, TUR.47_1, TUR.48_1, TUR.49_1, TUR.50_1, TUR.51_1, TUR.52_1, TUR.53_1, TUR.54_1, TUR.55_1, TUR.56_1, TUR.57_1, TUR.58_1, TUR.59_1, TUR.60_1, TUR.61_1, TUR.62_1, TUR.63_1, TUR.64_1, TUR.65_1, TUR.66_1, TUR.67_1, TUR.68_1, TUR.69_1, TUR.70_1, TUR.71_1, TUR.72_1, TUR.73_1, TUR.74_1, TUR.75_1, TUR.76_1, TUR.77_1, TUR.78_1, TUR.79_1, TUR.80_1, TUR.81_1",,"['April', 'May']",['1st/main planting'],['Planting and growing'],['Peanuts'],Peanuts planting,USDA,2022-07-20,https://ipad.fas.usda.gov/rssiws/al/crop_calendar/metu.aspx
2003,['TUR'],['Turkey'],True,"TUR.1_1, TUR.2_1, TUR.3_1, TUR.4_1, TUR.5_1, TUR.6_1, TUR.7_1, TUR.8_1, TUR.9_1, TUR.10_1, TUR.11_1, TUR.12_1, TUR.13_1, TUR.14_1, TUR.15_1, TUR.16_1, TUR.17_1, TUR.18_1, TUR.19_1, TUR.20_1, TUR.21_1, TUR.22_1, TUR.23_1, TUR.24_1, TUR.25_1, TUR.26_1, TUR.27_1, TUR.28_1, TUR.29_1, TUR.30_1, TUR.31_1, TUR.32_1, TUR.33_1, TUR.34_1, TUR.35_1, TUR.36_1, TUR.37_1, TUR.38_1, TUR.39_1, TUR.40_1, TUR.41_1, TUR.42_1, TUR.43_1, TUR.44_1, TUR.45_1, TUR.46_1, TUR.47_1, TUR.48_1, TUR.49_1, TUR.50_1, TUR.51_1, TUR.52_1, TUR.53_1, TUR.54_1, TUR.55_1, TUR.56_1, TUR.57_1, TUR.58_1, TUR.59_1, TUR.60_1, TUR.61_1, TUR.62_1, TUR.63_1, TUR.64_1, TUR.65_1, TUR.66_1, TUR.67_1, TUR.68_1, TUR.69_1, TUR.70_1, TUR.71_1, TUR.72_1, TUR.73_1, TUR.74_1, TUR.75_1, TUR.76_1, TUR.77_1, TUR.78_1, TUR.79_1, TUR.80_1, TUR.81_1",,"['September', 'October']",['1st/main harvest'],['Harvest'],['Peanuts'],Peanuts harvest,USDA,2022-07-20,https://ipad.fas.usda.gov/rssiws/al/crop_calendar/metu.aspx
2004,['TUR'],['Turkey'],True,"TUR.1_1, TUR.2_1, TUR.3_1, TUR.4_1, TUR.5_1, TUR.6_1, TUR.7_1, TUR.8_1, TUR.9_1, TUR.10_1, TUR.11_1, TUR.12_1, TUR.13_1, TUR.14_1, TUR.15_1, TUR.16_1, TUR.17_1, TUR.18_1, TUR.19_1, TUR.20_1, TUR.21_1, TUR.22_1, TUR.23_1, TUR.24_1, TUR.25_1, TUR.26_1, TUR.27_1, TUR.28_1, TUR.29_1, TUR.30_1, TUR.31_1, TUR.32_1, TUR.33_1, TUR.34_1, TUR.35_1, TUR.36_1, TUR.37_1, TUR.38_1, TUR.39_1, TUR.40_1, TUR.41_1, TUR.42_1, TUR.43_1, TUR.44_1, TUR.45_1, TUR.46_1, TUR.47_1, TUR.48_1, TUR.49_1, TUR.50_1, TUR.51_1, TUR.52_1, TUR.53_1, TUR.54_1, TUR.55_1, TUR.56_1, TUR.57_1, TUR.58_1, TUR.59_1, TUR.60_1, TUR.61_1, TUR.62_1, TUR.63_1, TUR.64_1, TUR.65_1, TUR.66_1, TUR.67_1, TUR.68_1, TUR.69_1, TUR.70_1, TUR.71_1, TUR.72_1, TUR.73_1, TUR.74_1, TUR.75_1, TUR.76_1, TUR.77_1, TUR.78_1, TUR.79_1, TUR.80_1, TUR.81_1",,['August'],['1st/main planting'],['Planting and growing'],['Rapeseeds'],Rapeseed planting,USDA,2022-07-20,https://ipad.fas.usda.gov/rssiws/al/crop_calendar/metu.aspx
2005,['TUR'],['Turkey'],True,"TUR.1_1, TUR.2_1, TUR.3_1, TUR.4_1, TUR.5_1, TUR.6_1, TUR.7_1, TUR.8_1, TUR.9_1, TUR.10_1, TUR.11_1, TUR.12_1, TUR.13_1, TUR.14_1, TUR.15_1, TUR.16_1, TUR.17_1, TUR.18_1, TUR.19_1, TUR.20_1, TUR.21_1, TUR.22_1, TUR.23_1, TUR.24_1, TUR.25_1, TUR.26_1, TUR.27_1, TUR.28_1, TUR.29_1, TUR.30_1, TUR.31_1, TUR.32_1, TUR.33_1, TUR.34_1, TUR.35_1, TUR.36_1, TUR.37_1, TUR.38_1, TUR.39_1, TUR.40_1, TUR.41_1, TUR.42_1, TUR.43_1, TUR.44_1, TUR.45_1, TUR.46_1, TUR.47_1, TUR.48_1, TUR.49_1, TUR.50_1, TUR.51_1, TUR.52_1, TUR.53_1, TUR.54_1, TUR.55_1, TUR.56_1, TUR.57_1, TUR.58_1, TUR.59_1, TUR.60_1, TUR.61_1, TUR.62_1, TUR.63_1, TUR.64_1, TUR.65_1, TUR.66_1, TUR.67_1, TUR.68_1, TUR.69_1, TUR.70_1, TUR.71_1, TUR.72_1, TUR.73_1, TUR.74_1, TUR.75_1, TUR.76_1, TUR.77_1, TUR.78_1, TUR.79_1, TUR.80_1, TUR.81_1",,['November'],['1st/main harvest'],['Harvest'],['Rapeseeds'],Rapeseed harvest,USDA,2022-07-20,https://ipad.fas.usda.gov/rssiws/al/crop_calendar/metu.aspx
2006,['TUR'],['Turkey'],True,"TUR.1_1, TUR.2_1, TUR.3_1, TUR.4_1, TUR.5_1, TUR.6_1, TUR.7_1, TUR.8_1, TUR.9_1, TUR.10_1, TUR.11_1, TUR.12_1, TUR.13_1, TUR.14_1, TUR.15_1, TUR.16_1, TUR.17_1, TUR.18_1, TUR.19_1, TUR.20_1, TUR.21_1, TUR.22_1, TUR.23_1, TUR.24_1, TUR.25_1, TUR.26_1, TUR.27_1, TUR.28_1, TUR.29_1, TUR.30_1, TUR.31_1, TUR.32_1, TUR.33_1, TUR.34_1, TUR.35_1, TUR.36_1, TUR.37_1, TUR.38_1, TUR.39_1, TUR.40_1, TUR.41_1, TUR.42_1, TUR.43_1, TUR.44_1, TUR.45_1, TUR.46_1, TUR.47_1, TUR.48_1, TUR.49_1, TUR.50_1, TUR.51_1, TUR.52_1, TUR.53_1, TUR.54_1, TUR.55_1, TUR.56_1, TUR.57_1, TUR.58_1, TUR.59_1, TUR.60_1, TUR.61_1, TUR.62_1, TUR.63_1, TUR.64_1, TUR.65_1, TUR.66_1, TUR.67_1, TUR.68_1, TUR.69_1, TUR.70_1, TUR.71_1, TUR.72_1, TUR.73_1, TUR.74_1, TUR.75_1, TUR.76_1, TUR.77_1, TUR.78_1, TUR.79_1, TUR.80_1, TUR.81_1",,"['April', 'May']",['1st/main planting'],['Planting and growing'],['Rice'],Rice planting,USDA,2022-07-20,https://ipad.fas.usda.gov/rssiws/al/crop_calendar/metu.aspx
2007,['TUR'],['Turkey'],True,"TUR.1_1, TUR.2_1, TUR.3_1, TUR.4_1, TUR.5_1, TUR.6_1, TUR.7_1, TUR.8_1, TUR.9_1, TUR.10_1, TUR.11_1, TUR.12_1, TUR.13_1, TUR.14_1, TUR.15_1, TUR.16_1, TUR.17_1, TUR.18_1, TUR.19_1, TUR.20_1, TUR.21_1, TUR.22_1, TUR.23_1, TUR.24_1, TUR.25_1, TUR.26_1, TUR.27_1, TUR.28_1, TUR.29_1, TUR.30_1, TUR.31_1, TUR.32_1, TUR.33_1, TUR.34_1, TUR.35_1, TUR.36_1, TUR.37_1, TUR.38_1, TUR.39_1, TUR.40_1, TUR.41_1, TUR.42_1, TUR.43_1, TUR.44_1, TUR.45_1, TUR.46_1, TUR.47_1, TUR.48_1, TUR.49_1, TUR.50_1, TUR.51_1, TUR.52_1, TUR.53_1, TUR.54_1, TUR.55_1, TUR.56_1, TUR.57_1, TUR.58_1, TUR.59_1, TUR.60_1, TUR.61_1, TUR.62_1, TUR.63_1, TUR.64_1, TUR.65_1, TUR.66_1, TUR.67_1, TUR.68_1, TUR.69_1, TUR.70_1, TUR.71_1, TUR.72_1, TUR.73_1, TUR.74_1, TUR.75_1, TUR.76_1, TUR.77_1, TUR.78_1, TUR.79_1, TUR.80_1, TUR.81_1",,"['September', 'October']",['1st/main harvest'],['Harvest'],['Rice'],Rice harvest,USDA,2022-07-20,https://ipad.fas.usda.gov/rssiws/al/crop_calendar/metu.aspx
2008,['TUR'],['Turkey'],True,"TUR.1_1, TUR.2_1, TUR.3_1, TUR.4_1, TUR.5_1, TUR.6_1, TUR.7_1, TUR.8_1, TUR.9_1, TUR.10_1, TUR.11_1, TUR.12_1, TUR.13_1, TUR.14_1, TUR.15_1, TUR.16_1, TUR.17_1, TUR.18_1, TUR.19_1, TUR.20_1, TUR.21_1, TUR.22_1, TUR.23_1, TUR.24_1, TUR.25_1, TUR.26_1, TUR.27_1, TUR.28_1, TUR.29_1, TUR.30_1, TUR.31_1, TUR.32_1, TUR.33_1, TUR.34_1, TUR.35_1, TUR.36_1, TUR.37_1, TUR.38_1, TUR.39_1, TUR.40_1, TUR.41_1, TUR.42_1, TUR.43_1, TUR.44_1, TUR.45_1, TUR.46_1, TUR.47_1, TUR.48_1, TUR.49_1, TUR.50_1, TUR.51_1, TUR.52_1, TUR.53_1, TUR.54_1, TUR.55_1, TUR.56_1, TUR.57_1, TUR.58_1, TUR.59_1, TUR.60_1, TUR.61_1, TUR.62_1, TUR.63_1, TUR.64_1, TUR.65_1, TUR.66_1, TUR.67_1, TUR.68_1, TUR.69_1, TUR.70_1, TUR.71_1, TUR.72_1, TUR.73_1, TUR.74_1, TUR.75_1, TUR.76_1, TUR.77_1, TUR.78_1, TUR.79_1, TUR.80_1, TUR.81_1",,"['October', 'November']",['1st/main planting'],['Planting and growing'],['Rye'],Rye planting,USDA,2022-07-20,https://ipad.fas.usda.gov/rssiws/al/crop_calendar/metu.aspx
2009,['TUR'],['Turkey'],True,"TUR.1_1, TUR.2_1, TUR.3_1, TUR.4_1, TUR.5_1, TUR.6_1, TUR.7_1, TUR.8_1, TUR.9_1, TUR.10_1, TUR.11_1, TUR.12_1, TUR.13_1, TUR.14_1, TUR.15_1, TUR.16_1, TUR.17_1, TUR.18_1, TUR.19_1, TUR.20_1, TUR.21_1, TUR.22_1, TUR.23_1, TUR.24_1, TUR.25_1, TUR.26_1, TUR.27_1, TUR.28_1, TUR.29_1, TUR.30_1, TUR.31_1, TUR.32_1, TUR.33_1, TUR.34_1, TUR.35_1, TUR.36_1, TUR.37_1, TUR.38_1, TUR.39_1, TUR.40_1, TUR.41_1, TUR.42_1, TUR.43_1, TUR.44_1, TUR.45_1, TUR.46_1, TUR.47_1, TUR.48_1, TUR.49_1, TUR.50_1, TUR.51_1, TUR.52_1, TUR.53_1, TUR.54_1, TUR.55_1, TUR.56_1, TUR.57_1, TUR.58_1, TUR.59_1, TUR.60_1, TUR.61_1, TUR.62_1, TUR.63_1, TUR.64_1, TUR.65_1, TUR.66_1, TUR.67_1, TUR.68_1, TUR.69_1, TUR.70_1, TUR.71_1, TUR.72_1, TUR.73_1, TUR.74_1, TUR.75_1, TUR.76_1, TUR.77_1, TUR.78_1, TUR.79_1, TUR.80_1, TUR.81_1",,"['July', 'August']",['1st/main harvest'],['Harvest'],['Rye'],Rye harvest,USDA,2022-07-20,https://ipad.fas.usda.gov/rssiws/al/crop_calendar/metu.aspx
201,['BGD'],['Bangladesh'],True,"BGD.1_1, BGD.2_1, BGD.3_1, BGD.4_1, BGD.5_1, BGD.6_1, BGD.7_1, ""BGD.8_1 ",,"['December', 'January', 'February']",['Dry season'],['Seasonal hazard'],['Dry season'],Dry Season,World Bank,2021-05-01,https://climateknowledgeportal.worldbank.org/sites/default/files/country-profiles/15502-WB_Bangladesh%20Country%20Profile-WEB.pdf
2010,['TUR'],['Turkey'],True,"TUR.1_1, TUR.2_1, TUR.3_1, TUR.4_1, TUR.5_1, TUR.6_1, TUR.7_1, TUR.8_1, TUR.9_1, TUR.10_1, TUR.11_1, TUR.12_1, TUR.13_1, TUR.14_1, TUR.15_1, TUR.16_1, TUR.17_1, TUR.18_1, TUR.19_1, TUR.20_1, TUR.21_1, TUR.22_1, TUR.23_1, TUR.24_1, TUR.25_1, TUR.26_1, TUR.27_1, TUR.28_1, TUR.29_1, TUR.30_1, TUR.31_1, TUR.32_1, TUR.33_1, TUR.34_1, TUR.35_1, TUR.36_1, TUR.37_1, TUR.38_1, TUR.39_1, TUR.40_1, TUR.41_1, TUR.42_1, TUR.43_1, TUR.44_1, TUR.45_1, TUR.46_1, TUR.47_1, TUR.48_1, TUR.49_1, TUR.50_1, TUR.51_1, TUR.52_1, TUR.53_1, TUR.54_1, TUR.55_1, TUR.56_1, TUR.57_1, TUR.58_1, TUR.59_1, TUR.60_1, TUR.61_1, TUR.62_1, TUR.63_1, TUR.64_1, TUR.65_1, TUR.66_1, TUR.67_1, TUR.68_1, TUR.69_1, TUR.70_1, TUR.71_1, TUR.72_1, TUR.73_1, TUR.74_1, TUR.75_1, TUR.76_1, TUR.77_1, TUR.78_1, TUR.79_1, TUR.80_1, TUR.81_1",,['April'],['1st/main planting'],['Planting and growing'],['Soybeans'],Soybeans planting,USDA,2022-07-20,https://ipad.fas.usda.gov/rssiws/al/crop_calendar/metu.aspx
2011,['TUR'],['Turkey'],True,"TUR.1_1, TUR.2_1, TUR.3_1, TUR.4_1, TUR.5_1, TUR.6_1, TUR.7_1, TUR.8_1, TUR.9_1, TUR.10_1, TUR.11_1, TUR.12_1, TUR.13_1, TUR.14_1, TUR.15_1, TUR.16_1, TUR.17_1, TUR.18_1, TUR.19_1, TUR.20_1, TUR.21_1, TUR.22_1, TUR.23_1, TUR.24_1, TUR.25_1, TUR.26_1, TUR.27_1, TUR.28_1, TUR.29_1, TUR.30_1, TUR.31_1, TUR.32_1, TUR.33_1, TUR.34_1, TUR.35_1, TUR.36_1, TUR.37_1, TUR.38_1, TUR.39_1, TUR.40_1, TUR.41_1, TUR.42_1, TUR.43_1, TUR.44_1, TUR.45_1, TUR.46_1, TUR.47_1, TUR.48_1, TUR.49_1, TUR.50_1, TUR.51_1, TUR.52_1, TUR.53_1, TUR.54_1, TUR.55_1, TUR.56_1, TUR.57_1, TUR.58_1, TUR.59_1, TUR.60_1, TUR.61_1, TUR.62_1, TUR.63_1, TUR.64_1, TUR.65_1, TUR.66_1, TUR.67_1, TUR.68_1, TUR.69_1, TUR.70_1, TUR.71_1, TUR.72_1, TUR.73_1, TUR.74_1, TUR.75_1, TUR.76_1, TUR.77_1, TUR.78_1, TUR.79_1, TUR.80_1, TUR.81_1",,['August'],['1st/main harvest'],['Harvest'],['Soybeans'],Soybeans harvest,USDA,2022-07-20,https://ipad.fas.usda.gov/rssiws/al/crop_calendar/metu.aspx
2012,['TUR'],['Turkey'],True,"TUR.1_1, TUR.2_1, TUR.3_1, TUR.4_1, TUR.5_1, TUR.6_1, TUR.7_1, TUR.8_1, TUR.9_1, TUR.10_1, TUR.11_1, TUR.12_1, TUR.13_1, TUR.14_1, TUR.15_1, TUR.16_1, TUR.17_1, TUR.18_1, TUR.19_1, TUR.20_1, TUR.21_1, TUR.22_1, TUR.23_1, TUR.24_1, TUR.25_1, TUR.26_1, TUR.27_1, TUR.28_1, TUR.29_1, TUR.30_1, TUR.31_1, TUR.32_1, TUR.33_1, TUR.34_1, TUR.35_1, TUR.36_1, TUR.37_1, TUR.38_1, TUR.39_1, TUR.40_1, TUR.41_1, TUR.42_1, TUR.43_1, TUR.44_1, TUR.45_1, TUR.46_1, TUR.47_1, TUR.48_1, TUR.49_1, TUR.50_1, TUR.51_1, TUR.52_1, TUR.53_1, TUR.54_1, TUR.55_1, TUR.56_1, TUR.57_1, TUR.58_1, TUR.59_1, TUR.60_1, TUR.61_1, TUR.62_1, TUR.63_1, TUR.64_1, TUR.65_1, TUR.66_1, TUR.67_1, TUR.68_1, TUR.69_1, TUR.70_1, TUR.71_1, TUR.72_1, TUR.73_1, TUR.74_1, TUR.75_1, TUR.76_1, TUR.77_1, TUR.78_1, TUR.79_1, TUR.80_1, TUR.81_1",,"['April', 'May']",['1st/main planting'],['Planting and growing'],['Sunflower seeds'],Sunflower planting,USDA,2022-07-20,https://ipad.fas.usda.gov/rssiws/al/crop_calendar/metu.aspx
2013,['TUR'],['Turkey'],True,"TUR.1_1, TUR.2_1, TUR.3_1, TUR.4_1, TUR.5_1, TUR.6_1, TUR.7_1, TUR.8_1, TUR.9_1, TUR.10_1, TUR.11_1, TUR.12_1, TUR.13_1, TUR.14_1, TUR.15_1, TUR.16_1, TUR.17_1, TUR.18_1, TUR.19_1, TUR.20_1, TUR.21_1, TUR.22_1, TUR.23_1, TUR.24_1, TUR.25_1, TUR.26_1, TUR.27_1, TUR.28_1, TUR.29_1, TUR.30_1, TUR.31_1, TUR.32_1, TUR.33_1, TUR.34_1, TUR.35_1, TUR.36_1, TUR.37_1, TUR.38_1, TUR.39_1, TUR.40_1, TUR.41_1, TUR.42_1, TUR.43_1, TUR.44_1, TUR.45_1, TUR.46_1, TUR.47_1, TUR.48_1, TUR.49_1, TUR.50_1, TUR.51_1, TUR.52_1, TUR.53_1, TUR.54_1, TUR.55_1, TUR.56_1, TUR.57_1, TUR.58_1, TUR.59_1, TUR.60_1, TUR.61_1, TUR.62_1, TUR.63_1, TUR.64_1, TUR.65_1, TUR.66_1, TUR.67_1, TUR.68_1, TUR.69_1, TUR.70_1, TUR.71_1, TUR.72_1, TUR.73_1, TUR.74_1, TUR.75_1, TUR.76_1, TUR.77_1, TUR.78_1, TUR.79_1, TUR.80_1, TUR.81_1",,"['August', 'September']",['1st/main harvest'],['Harvest'],['Sunflower seeds'],Sunflower harvest,USDA,2022-07-20,https://ipad.fas.usda.gov/rssiws/al/crop_calendar/metu.aspx
2014,['TUR'],['Turkey'],True,"TUR.1_1, TUR.2_1, TUR.3_1, TUR.4_1, TUR.5_1, TUR.6_1, TUR.7_1, TUR.8_1, TUR.9_1, TUR.10_1, TUR.11_1, TUR.12_1, TUR.13_1, TUR.14_1, TUR.15_1, TUR.16_1, TUR.17_1, TUR.18_1, TUR.19_1, TUR.20_1, TUR.21_1, TUR.22_1, TUR.23_1, TUR.24_1, TUR.25_1, TUR.26_1, TUR.27_1, TUR.28_1, TUR.29_1, TUR.30_1, TUR.31_1, TUR.32_1, TUR.33_1, TUR.34_1, TUR.35_1, TUR.36_1, TUR.37_1, TUR.38_1, TUR.39_1, TUR.40_1, TUR.41_1, TUR.42_1, TUR.43_1, TUR.44_1, TUR.45_1, TUR.46_1, TUR.47_1, TUR.48_1, TUR.49_1, TUR.50_1, TUR.51_1, TUR.52_1, TUR.53_1, TUR.54_1, TUR.55_1, TUR.56_1, TUR.57_1, TUR.58_1, TUR.59_1, TUR.60_1, TUR.61_1, TUR.62_1, TUR.63_1, TUR.64_1, TUR.65_1, TUR.66_1, TUR.67_1, TUR.68_1, TUR.69_1, TUR.70_1, TUR.71_1, TUR.72_1, TUR.73_1, TUR.74_1, TUR.75_1, TUR.76_1, TUR.77_1, TUR.78_1, TUR.79_1, TUR.80_1, TUR.81_1",,"['March', 'April']",['1st/main planting'],['Planting and growing'],['Wheat'],Wheat sprint 1st planting,USDA,2022-07-20,https://ipad.fas.usda.gov/rssiws/al/crop_calendar/metu.aspx
2015,['TUR'],['Turkey'],True,"TUR.1_1, TUR.2_1, TUR.3_1, TUR.4_1, TUR.5_1, TUR.6_1, TUR.7_1, TUR.8_1, TUR.9_1, TUR.10_1, TUR.11_1, TUR.12_1, TUR.13_1, TUR.14_1, TUR.15_1, TUR.16_1, TUR.17_1, TUR.18_1, TUR.19_1, TUR.20_1, TUR.21_1, TUR.22_1, TUR.23_1, TUR.24_1, TUR.25_1, TUR.26_1, TUR.27_1, TUR.28_1, TUR.29_1, TUR.30_1, TUR.31_1, TUR.32_1, TUR.33_1, TUR.34_1, TUR.35_1, TUR.36_1, TUR.37_1, TUR.38_1, TUR.39_1, TUR.40_1, TUR.41_1, TUR.42_1, TUR.43_1, TUR.44_1, TUR.45_1, TUR.46_1, TUR.47_1, TUR.48_1, TUR.49_1, TUR.50_1, TUR.51_1, TUR.52_1, TUR.53_1, TUR.54_1, TUR.55_1, TUR.56_1, TUR.57_1, TUR.58_1, TUR.59_1, TUR.60_1, TUR.61_1, TUR.62_1, TUR.63_1, TUR.64_1, TUR.65_1, TUR.66_1, TUR.67_1, TUR.68_1, TUR.69_1, TUR.70_1, TUR.71_1, TUR.72_1, TUR.73_1, TUR.74_1, TUR.75_1, TUR.76_1, TUR.77_1, TUR.78_1, TUR.79_1, TUR.80_1, TUR.81_1",,"['July', 'August']",['1st/main harvest'],['Harvest'],['Wheat'],Wheat spring 1st harvest,USDA,2022-07-20,https://ipad.fas.usda.gov/rssiws/al/crop_calendar/metu.aspx
2016,['TUR'],['Turkey'],True,"TUR.1_1, TUR.2_1, TUR.3_1, TUR.4_1, TUR.5_1, TUR.6_1, TUR.7_1, TUR.8_1, TUR.9_1, TUR.10_1, TUR.11_1, TUR.12_1, TUR.13_1, TUR.14_1, TUR.15_1, TUR.16_1, TUR.17_1, TUR.18_1, TUR.19_1, TUR.20_1, TUR.21_1, TUR.22_1, TUR.23_1, TUR.24_1, TUR.25_1, TUR.26_1, TUR.27_1, TUR.28_1, TUR.29_1, TUR.30_1, TUR.31_1, TUR.32_1, TUR.33_1, TUR.34_1, TUR.35_1, TUR.36_1, TUR.37_1, TUR.38_1, TUR.39_1, TUR.40_1, TUR.41_1, TUR.42_1, TUR.43_1, TUR.44_1, TUR.45_1, TUR.46_1, TUR.47_1, TUR.48_1, TUR.49_1, TUR.50_1, TUR.51_1, TUR.52_1, TUR.53_1, TUR.54_1, TUR.55_1, TUR.56_1, TUR.57_1, TUR.58_1, TUR.59_1, TUR.60_1, TUR.61_1, TUR.62_1, TUR.63_1, TUR.64_1, TUR.65_1, TUR.66_1, TUR.67_1, TUR.68_1, TUR.69_1, TUR.70_1, TUR.71_1, TUR.72_1, TUR.73_1, TUR.74_1, TUR.75_1, TUR.76_1, TUR.77_1, TUR.78_1, TUR.79_1, TUR.80_1, TUR.81_1",,"['October', 'November']",['2nd planting'],['Planting and growing'],['Wheat'],Wheat winter 2ed planting,USDA,2022-07-20,https://ipad.fas.usda.gov/rssiws/al/crop_calendar/metu.aspx
2017,['TUR'],['Turkey'],True,"TUR.1_1, TUR.2_1, TUR.3_1, TUR.4_1, TUR.5_1, TUR.6_1, TUR.7_1, TUR.8_1, TUR.9_1, TUR.10_1, TUR.11_1, TUR.12_1, TUR.13_1, TUR.14_1, TUR.15_1, TUR.16_1, TUR.17_1, TUR.18_1, TUR.19_1, TUR.20_1, TUR.21_1, TUR.22_1, TUR.23_1, TUR.24_1, TUR.25_1, TUR.26_1, TUR.27_1, TUR.28_1, TUR.29_1, TUR.30_1, TUR.31_1, TUR.32_1, TUR.33_1, TUR.34_1, TUR.35_1, TUR.36_1, TUR.37_1, TUR.38_1, TUR.39_1, TUR.40_1, TUR.41_1, TUR.42_1, TUR.43_1, TUR.44_1, TUR.45_1, TUR.46_1, TUR.47_1, TUR.48_1, TUR.49_1, TUR.50_1, TUR.51_1, TUR.52_1, TUR.53_1, TUR.54_1, TUR.55_1, TUR.56_1, TUR.57_1, TUR.58_1, TUR.59_1, TUR.60_1, TUR.61_1, TUR.62_1, TUR.63_1, TUR.64_1, TUR.65_1, TUR.66_1, TUR.67_1, TUR.68_1, TUR.69_1, TUR.70_1, TUR.71_1, TUR.72_1, TUR.73_1, TUR.74_1, TUR.75_1, TUR.76_1, TUR.77_1, TUR.78_1, TUR.79_1, TUR.80_1, TUR.81_1",,"['July', 'August']",['2nd harvest'],['Harvest'],['Wheat'],Wheat winter 2ed harvest,USDA,2022-07-20,https://ipad.fas.usda.gov/rssiws/al/crop_calendar/metu.aspx
202,['BGD'],['Bangladesh'],True,"BGD.1_1, BGD.2_1, BGD.3_1, BGD.4_1, BGD.5_1, BGD.6_1, BGD.7_1, ""BGD.8_1 ",,"['April', 'May']",['Cyclone/ Typhoon/ Hurricane season'],['Seasonal hazard'],['Cyclone season'],Pre monsoon cyclone season,ACAPS,2018-04-08,http://www.nahab.net/wp-content/uploads/2018/06/180409-Start-Fund-Tropical-Storm-Cyclone-Disaster-Summary-Sheet.pdf
204,['IND'],['India'],True,"IND.1_1, IND.2_1, IND.3_1, IND.4_1, IND.5_1, IND.6_1, IND.7_1, IND.8_1, IND.9_1, IND.10_1, IND.11_1, IND.12_1, IND.13_1, IND.14_1, IND.15_1, IND.16_1, IND.17_1, IND.18_1, IND.19_1, IND.20_1, IND.21_1, IND.22_1, IND.23_1, IND.24_1, IND.25_1, IND.26_1, IND.27_1, IND.28_1, IND.29_1, IND.30_1, IND.31_1, IND.32_1, IND.33_1, IND.34_1, IND.35_1, IND.36_1",,"['June', 'July', 'August', 'September']",['Main wet/ Rainy/ Monsoon season'],['Seasonal hazard'],['Monsoon season'],Monsoon Season. ,Indian Meteorological Department,2022-03-25,https://www.imdpune.gov.in/Clim_Pred_LRF_New/Reports/Rainfall_Data.html
